detection_id,capsule_id,capsule_path,discipline,risk,line_no,section,section_class,category,tier,critical_category,in_sweep_denominator,capsule_has_registered_claims,linked_claim_ids,link_basis,resolved,source,text
cbfded0849f2e981,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,96,mini-casos ativos,pedagogic_meta,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"Mulher com disúria e polaciúria isoladas, sem febre nem dor lombar, urocultura com 80.000 colônias/mL. Variável decisiva: sintomas de ITU baixa em mulher sintomática — corte diagnóstico cai para ≥100 colônias/mL, então o resultado já é compatível com ITU baixa."
512c99e689576b9c,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,105,cards minimos,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"| Síndrome nefrótica — achados | Proteinúria >3,5g/24h + hipoalbuminemia + edema intenso + hiperlipidemia, sem HAS típica | dado |"
32a0b9c6dcfb2233,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,105,cards minimos,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"| Síndrome nefrótica — achados | Proteinúria >3,5g/24h + hipoalbuminemia + edema intenso + hiperlipidemia, sem HAS típica | dado |"
cfdad25cd58abc6c,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,106,cards minimos,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,| Critério de HAS correto (não o do slide) | Sistólica >140 e/ou diastólica >90 mmHg | pegadinha |
af491fe1ddcebd48,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,106,cards minimos,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,| Critério de HAS correto (não o do slide) | Sistólica >140 e/ou diastólica >90 mmHg | pegadinha |
467fb6027e0363c5,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,107,cards minimos,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,| Oligúria / anúria / poliúria | ≤400 mL/dia / ≤100 mL/dia / ≥2500 mL/dia | dado |
ebbd3e88981f2c2a,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,107,cards minimos,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,| Oligúria / anúria / poliúria | ≤400 mL/dia / ≤100 mL/dia / ≥2500 mL/dia | dado |
53d0a69f9e15f882,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,109,cards minimos,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,| Critério de ITU em mulher sintomática | ≥100 colônias/mL (vs. >100.000 no critério geral) | dado |
a0901ee78007e9dc,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,116,revisao,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"- Revisar quando: antes de qualquer questão que combine hematúria/edema/HAS/proteinúria numa vinheta, ou que peça a síndrome nefrológica correspondente."
8df8c1a593588f52,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,86,conduta,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,joined_window,"- Condição da conduta: não fechar nefrítica x nefrótica sem checar magnitude da proteinúria e presença/ausência de HAS e retenção nitrogenada. - Diferencial perigoso: anormalidade urinária assintomática é diagnóstico de exclusão — não rotular antes de afastar ativamente nefrítica, nefrótica, ITU e outras causas."
b83c667573a0ea17,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,87,conduta,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,joined_window,"- Diferencial perigoso: anormalidade urinária assintomática é diagnóstico de exclusão — não rotular antes de afastar ativamente nefrítica, nefrótica, ITU e outras causas. - O que mudaria a decisão: presença de dismorfismo eritrocitário muda hematúria isolada para síndrome nefrítica/glomerular; magnitude da proteinúria (>3,5g) muda o quadro de ""discreto"" para nefrótico."
5d9de080186cf05c,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,EISA_II,medium,87,conduta,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,joined_window,"- Diferencial perigoso: anormalidade urinária assintomática é diagnóstico de exclusão — não rotular antes de afastar ativamente nefrítica, nefrótica, ITU e outras causas. - O que mudaria a decisão: presença de dismorfismo eritrocitário muda hematúria isolada para síndrome nefrítica/glomerular; magnitude da proteinúria (>3,5g) muda o quadro de ""discreto"" para nefrótico."
ea4947bce370baab,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,24,conceito operacional minimo,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"Lesões do sistema extrapiramidal (núcleos da base) geram dois padrões opostos de síndrome, conforme o equilíbrio excitação/inibição do córtex: hipercinéticas (↑glutamato cortical — coreia, distonia, hemibalismo) e hipocinéticas (↓glutamato cortical — parkinsonismo). Parkinsonismo exige bradicinesia OBRIGATÓRIA + pelo menos mais 1 de: tremor de repouso, rigidez plástica, instabilidade postural — não é qualquer combinação de 2 sinais quaisquer."
7ccdb78f01364ae8,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,32,palavras-ancora,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,Substância negra (dopamina); núcleo subtalâmico de Luys (hemibalismo); via nigroestriatal; bradicinesia obrigatória; marcha em festinação; sinal da roda denteada; assimetria inicial (Parkinson) x simetria (tremor essencial); levodopa+carbidopa/benserazida; wearing-off; discinesia.
51a5267792552138,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,41,operacao x movimento,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| aplicar critério | parkinsonismo = bradicinesia obrigatória + ≥1 de (tremor repouso, rigidez, instabilidade postural) | limiar | factual | regra mal-aprendida (achar que basta ""2 sinais quaisquer"" sem bradicinesia ser um deles) | reescrever a regra por escrito antes de aplicar a um caso: ""bradicinesia é sempre obrigatória"" |"
2c6ec1d653f4ea81,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,41,operacao x movimento,pedagogic_meta,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"| aplicar critério | parkinsonismo = bradicinesia obrigatória + ≥1 de (tremor repouso, rigidez, instabilidade postural) | limiar | factual | regra mal-aprendida (achar que basta ""2 sinais quaisquer"" sem bradicinesia ser um deles) | reescrever a regra por escrito antes de aplicar a um caso: ""bradicinesia é sempre obrigatória"" |"
242289f410f8d660,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,41,operacao x movimento,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| aplicar critério | parkinsonismo = bradicinesia obrigatória + ≥1 de (tremor repouso, rigidez, instabilidade postural) | limiar | factual | regra mal-aprendida (achar que basta ""2 sinais quaisquer"" sem bradicinesia ser um deles) | reescrever a regra por escrito antes de aplicar a um caso: ""bradicinesia é sempre obrigatória"" |"
e68ade39776c1efb,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,43,operacao x movimento,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| diferenciar próximos | assimetria de início (Parkinson, tipicamente assimétrico e permanece assim) x simetria (tremor essencial, sempre simétrico) | sinal-achado | operacional | pivô perdido (ignorar a assimetria como discriminador e decidir só pela presença de tremor) | treino de casos-par variando só a simetria do tremor, mantendo todo o resto igual |"
0e2a83292beef559,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,44,operacao x movimento,pedagogic_meta,contraindicacao_interacao,strong,True,False,False,,,False,single_line,"| reconhecer contraindicação | fármacos que causam parkinsonismo secundário (neurolépticos típicos/atípicos, metoclopramida, flunarizina/cinarizina) | contraindicação | factual | premissa não checada (fechar Doença de Parkinson idiopática sem checar uso de antiemético/antipsicótico/bloqueador de canal de cálcio) | checklist de revisão de medicações em uso antes de fechar parkinsonismo idiopático |"
244c36389b877668,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,44,operacao x movimento,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| reconhecer contraindicação | fármacos que causam parkinsonismo secundário (neurolépticos típicos/atípicos, metoclopramida, flunarizina/cinarizina) | contraindicação | factual | premissa não checada (fechar Doença de Parkinson idiopática sem checar uso de antiemético/antipsicótico/bloqueador de canal de cálcio) | checklist de revisão de medicações em uso antes de fechar parkinsonismo idiopático |"
a814c121e4f2717d,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,51,dados de precisao,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,"| Doença de Huntington | Autossômica dominante; início 35-40 anos (faixa 5-70); coreia + demência + distúrbio de personalidade; infância: retardo mental, rigidez, convulsões; tratamento sintomático | Neuro_DISTA_RBIOS_DO_MOVIMENTO p.2; APOSTILA (Doença de Huntington) | CONFIRMADO |"
980e23c3365d5f25,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,52,dados de precisao,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,"| Coreia de Sydenham | Distúrbio autoimune pós-infecção por Streptococcus beta-hemolítico grupo A; 80% entre 5-15 anos; 2x mais comum em meninas; autolimitada, duração média 3-6 semanas; tratamento sintomático com bloqueador dopaminérgico pós-sináptico (haloperidol, clorpromazina) | Neuro_DISTA_RBIOS_DO_MOVIMENTO p.2 | CONFIRMADO |"
6730eeed791ed4a6,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,56,dados de precisao,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| Parkinsonismo — definição operacional | Bradicinesia obrigatória + ao menos 1 de: tremor de repouso, rigidez plástica (roda denteada), instabilidade postural | APOSTILA (Parkinsonismo) — versão mais clara que a fonte ""Edine Medeiros"", que descreve a regra de forma confusa (""3 características... 2 sendo 1 bradicinesia ou tremor"") | CONFIRMADO_COM_CORREÇÕES — usada a redação da apostila por ser operacionalmente mais precisa; as duas fontes convergem na essência (bradicinesia como eixo central) |"
d8100cdbe783d781,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,61,dados de precisao,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| Tratamento da Doença de Parkinson | Levodopa (padrão-ouro) associada a inibidor de dopa-descarboxilase (carbidopa/benserazida, que não atravessa a BHE); adjuvantes: agonistas dopaminérgicos, ICOMT (entacapone), IMAO-B (selegilina), anticolinérgicos (biperideno), amantadina (minimiza discinesias) | Neuro_DISTA_RBIOS_DO_MOVIMENTO p.5 | CONFIRMADO |"
4bebc86ae8a464d3,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,62,dados de precisao,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"| Complicações da levodopa em uso prolongado | Flutuações (wearing-off, fenômeno on-off) e discinesias (pico de dose, bifásicas, distonia de desativação) | Neuro_DISTA_RBIOS_DO_MOVIMENTO p.5 | CONFIRMADO |"
043c4bbd61a8ca25,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,67,pegadinhas,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"- Parkinsonismo exige bradicinesia SEMPRE presente — não é ""2 sinais quaisquer entre 4 possíveis""."
89710b16bad9386d,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,68,pegadinhas,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"- Assimetria de início é típica e PERSISTENTE na Doença de Parkinson (discrimina de tremor essencial, que é sempre simétrico)."
1e4da99d9a4c071f,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,69,pegadinhas,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,- Metoclopramida (antiemético de uso comum) e flunarizina/cinarizina (usados para vertigem/enxaqueca) são causas farmacológicas frequentes de parkinsonismo secundário — checar sempre a lista de medicações antes de fechar Parkinson idiopático.
e5fe98833708b955,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,69,pegadinhas,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,- Metoclopramida (antiemético de uso comum) e flunarizina/cinarizina (usados para vertigem/enxaqueca) são causas farmacológicas frequentes de parkinsonismo secundário — checar sempre a lista de medicações antes de fechar Parkinson idiopático.
fd6b6cacef583ab8,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,71,pegadinhas,pedagogic_meta,janela_temporal,strong,True,False,False,,,False,single_line,"- Coreia de Sydenham é autolimitada (3-6 semanas) — não confundir com Huntington (progressiva, sem cura)."
b178a617e3f9427f,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,78,distratores sedutores,pedagogic_meta,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"| Paciente com rigidez e instabilidade postural, sem bradicinesia: fechar parkinsonismo | 2 de 4 sinais ""parece"" suficiente | regra mal-aprendida do critério | sem bradicinesia, não se fecha parkinsonismo — ela é obrigatória, não apenas ""mais um sinal entre outros"" |"
d8b9d620dba083d2,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,79,distratores sedutores,pedagogic_meta,afirmacao_absoluta,weak,False,False,False,,,False,single_line,"| Idoso em uso crônico de metoclopramida para dispepsia desenvolve rigidez e bradicinesia: fechar Doença de Parkinson idiopática direto | quadro motor ""parece"" Parkinson clássico | premissa não checada | uso de metoclopramida é causa reconhecida de parkinsonismo medicamentoso — deve ser investigado/suspenso antes de fechar diagnóstico idiopático |"
01e39abd48f0bad4,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,79,distratores sedutores,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"| Idoso em uso crônico de metoclopramida para dispepsia desenvolve rigidez e bradicinesia: fechar Doença de Parkinson idiopática direto | quadro motor ""parece"" Parkinson clássico | premissa não checada | uso de metoclopramida é causa reconhecida de parkinsonismo medicamentoso — deve ser investigado/suspenso antes de fechar diagnóstico idiopático |"
fe15f091c4a0eb86,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,84,conduta,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"- Definitiva: tremor essencial — betabloqueador, primidona ou clonazepam (DBS em refratário); Parkinson — levodopa+carbidopa/benserazida como padrão-ouro, com adjuvantes conforme a fase da doença; coreias — tratamento da causa de base + sintomático (haloperidol/clorpromazina para Sydenham; sintomático em Huntington)."
949f4c34a009dc84,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,85,conduta,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,- Condição da conduta: parkinsonismo secundário a fármaco — suspender o agente causador antes de escalar tratamento antiparkinsoniano.
9d2fc65e53804f55,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,86,conduta,assertive_clinical,emergencia_sinal_alarme,strong,True,True,False,,,False,single_line,- Diferencial perigoso: hidrocefalia de pressão intermitente e outras síndromes Parkinson-plus não respondem bem à levodopa — resposta pobre à levodopa é sinal de alerta para reconsiderar o diagnóstico.
7c7230cabcac6c00,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,91,mini-casos ativos,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Mulher, 45 anos, tremor de mãos ao servir café e ao escrever, bilateral e simétrico, melhora nitidamente após uma taça de vinho → variável decisiva: contexto de ação + simetria + resposta ao álcool = tremor essencial."
a233947ade6bc2b3,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,95,mini-casos ativos,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Mulher, 72 anos, em uso de flunarizina para tontura há 6 meses, desenvolve rigidez e lentificação bilateral e simétrica → variável decisiva: fármaco em uso + simetria apontam para parkinsonismo medicamentoso, não Parkinson idiopático — suspender o fármaco antes de qualquer outra conduta."
6e6c289097497f1d,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,106,cards minimos,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,| Sinal obrigatório do parkinsonismo | Bradicinesia | pegadinha |
d8598caae646c39d,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,108,cards minimos,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,| Padrão-ouro do tratamento da Doença de Parkinson | Levodopa + carbidopa/benserazida | dado |
7dda4e754590888c,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,109,cards minimos,assertive_clinical,janela_temporal,strong,True,True,False,,,False,single_line,| Coreia autolimitada pós-estreptocócica | Coreia de Sydenham (3-6 semanas) | dado |
41cd3a6fa72d2644,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,113,revisao,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,single_line,"- Revisar quando: antes de qualquer vinheta com ""tremor"" como queixa de entrada — sempre checar frequência, contexto e simetria antes de nomear o diagnóstico."
d7d62cd301791f08,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,113,revisao,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"- Revisar quando: antes de qualquer vinheta com ""tremor"" como queixa de entrada — sempre checar frequência, contexto e simetria antes de nomear o diagnóstico."
aa699d81ae95c96f,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,83,conduta,assertive_clinical,afirmacao_absoluta,strong,False,False,False,,,False,joined_window,"- Inicial: caracterizar o tremor/movimento (frequência, contexto — repouso x ação, simetria, fatores de melhora/piora) e revisar medicações em uso. - Definitiva: tremor essencial — betabloqueador, primidona ou clonazepam (DBS em refratário); Parkinson — levodopa+carbidopa/benserazida como padrão-ouro, com adjuvantes conforme a fase da doença; coreias — tratamento da causa de base + sintomático (haloperidol/clorpromazina para Sydenham; sintomático em Huntington)."
5a4ee955391f5fce,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,84,conduta,assertive_clinical,sequencia_terapeutica,weak,True,False,False,,,False,joined_window,"- Definitiva: tremor essencial — betabloqueador, primidona ou clonazepam (DBS em refratário); Parkinson — levodopa+carbidopa/benserazida como padrão-ouro, com adjuvantes conforme a fase da doença; coreias — tratamento da causa de base + sintomático (haloperidol/clorpromazina para Sydenham; sintomático em Huntington). - Condição da conduta: parkinsonismo secundário a fármaco — suspender o agente causador antes de escalar tratamento antiparkinsoniano."
f8aabe99d78bf747,capsule:eisa_ii:disturbios_do_movimento,capsules/EISA_II/disturbios_do_movimento.md,EISA_II,medium,85,conduta,assertive_clinical,emergencia_sinal_alarme,strong,True,True,False,,,False,joined_window,- Condição da conduta: parkinsonismo secundário a fármaco — suspender o agente causador antes de escalar tratamento antiparkinsoniano. - Diferencial perigoso: hidrocefalia de pressão intermitente e outras síndromes Parkinson-plus não respondem bem à levodopa — resposta pobre à levodopa é sinal de alerta para reconsiderar o diagnóstico.
15cd26f12b7f6e37,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,14,metadados,provenance,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"- Evidência de prova/devolutiva: tema `cai: true`, prioridade alta e risco alto no cluster — sem devolutiva textual anexada a este cluster específico, mas padrão de erro geral de ""limiar fora de contexto"" e ""definitiva antes da inicial"" mapeado no banco de EISA II se aplica diretamente aos dois pivôs desta cápsula (critério temporal de DRC e indicação de TRS)."
99ef13ed61c09b60,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,15,metadados,provenance,algoritmo_dependente_diretriz,weak,False,False,False,,,False,single_line,"- Limitações da fonte: o slide do professor não traz a tabela clássica G1–G5/A1–A3 com os cortes numéricos completos (assume conhecimento prévio) — os cortes de TFG por estágio abaixo são rotulados ""conhecimento geral"" (KDIGO 2012), não extraídos do slide. Fórmula de reposição de ferro EV (slide p.24) foi omitida da tabela de precisão por ser cálculo acessório, não discriminador de prova."
5c62962462e9ceaa,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,15,metadados,provenance,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"- Limitações da fonte: o slide do professor não traz a tabela clássica G1–G5/A1–A3 com os cortes numéricos completos (assume conhecimento prévio) — os cortes de TFG por estágio abaixo são rotulados ""conhecimento geral"" (KDIGO 2012), não extraídos do slide. Fórmula de reposição de ferro EV (slide p.24) foi omitida da tabela de precisão por ser cálculo acessório, não discriminador de prova."
471e016711f8ca46,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,15,metadados,provenance,dose_via_intervalo,weak,True,False,False,,,False,single_line,"- Limitações da fonte: o slide do professor não traz a tabela clássica G1–G5/A1–A3 com os cortes numéricos completos (assume conhecimento prévio) — os cortes de TFG por estágio abaixo são rotulados ""conhecimento geral"" (KDIGO 2012), não extraídos do slide. Fórmula de reposição de ferro EV (slide p.24) foi omitida da tabela de precisão por ser cálculo acessório, não discriminador de prova."
6306fb1654f14b7d,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,20,como cai,pedagogic_meta,sequencia_terapeutica,weak,True,False,False,,,False,single_line,"Vinheta com paciente com TFG reduzida ou alteração de exame de urina, cobrando: (1) se aquilo já fecha DRC ou exige documentação de cronicidade; (2) em que grupo de risco KDIGO o paciente cai e o que isso muda na conduta; (3) se o quadro já indica TRS ou ainda comporta tratamento conservador; (4) sequência correta de tratamento da anemia da DRC (ferro antes de EPO)."
8238cf90333ea2eb,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,24,conceito operacional minimo,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"DRC = lesão renal (estrutural/funcional) OU TFG <60 mL/min/1,73m², **persistindo por ≥3 meses**. O critério temporal é a variável que separa DRC de lesão renal aguda ou de um exame alterado isolado — sem os ≥3 meses, não se pode rotular DRC. Uma vez confirmada, o estadiamento cruza TFG (G1–G5) com albuminúria (A1–A3) num heatmap de risco (KDIGO), que determina a intensidade do seguimento — não a TFG isolada."
77117121f3fb3b01,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,24,conceito operacional minimo,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"DRC = lesão renal (estrutural/funcional) OU TFG <60 mL/min/1,73m², **persistindo por ≥3 meses**. O critério temporal é a variável que separa DRC de lesão renal aguda ou de um exame alterado isolado — sem os ≥3 meses, não se pode rotular DRC. Uma vez confirmada, o estadiamento cruza TFG (G1–G5) com albuminúria (A1–A3) num heatmap de risco (KDIGO), que determina a intensidade do seguimento — não a TFG isolada."
fc7e9a82a57705d5,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,28,pivo clinico,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,"Dois pivôs nesta cápsula: (1) tempo ≥3 meses é o que transforma ""TFG baixa"" em ""DRC"" — sem repetição documentada, o correto é repetir o exame, não fechar diagnóstico; (2) estágio G5 (TFG <15) não é sinônimo automático de indicação de TRS — paciente assintomático, sem perda ponderal e sem alteração clínico-laboratorial relevante pode seguir conservador mesmo com clearance de 5–10 mL/min."
1e8869ce3ddb2e11,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,28,pivo clinico,assertive_clinical,dose_via_intervalo,strong,True,True,False,,,False,single_line,"Dois pivôs nesta cápsula: (1) tempo ≥3 meses é o que transforma ""TFG baixa"" em ""DRC"" — sem repetição documentada, o correto é repetir o exame, não fechar diagnóstico; (2) estágio G5 (TFG <15) não é sinônimo automático de indicação de TRS — paciente assintomático, sem perda ponderal e sem alteração clínico-laboratorial relevante pode seguir conservador mesmo com clearance de 5–10 mL/min."
f1e26f6576c086ce,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,32,palavras-ancora,assertive_clinical,algoritmo_dependente_diretriz,weak,False,False,False,,,False,single_line,KDIGO 2012; TFG <60 ≥3 meses; albuminúria; heatmap de risco; grupo amarelo/laranja/vermelho; G1–G5; A1–A3; TRS; hipervolemia refratária; pericardite urêmica; EPO; estoque de ferro; fístula arteriovenosa; HAS e DM como causas principais.
afc4faedc5518210,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,32,palavras-ancora,assertive_clinical,cutoff_escore_estadiamento,strong,True,True,False,,,False,single_line,KDIGO 2012; TFG <60 ≥3 meses; albuminúria; heatmap de risco; grupo amarelo/laranja/vermelho; G1–G5; A1–A3; TRS; hipervolemia refratária; pericardite urêmica; EPO; estoque de ferro; fístula arteriovenosa; HAS e DM como causas principais.
6562b28ccf1b53a1,capsule:eisa_ii:doenca_renal_cronica_drc,capsules/EISA_II/doenca_renal_cronica_drc.md,EISA_II,high,40,operacao x movimento,pedagogic_meta,cutoff_escore_estadiamento,strong,True,False,False,,,False,single_line,"| aplicar critério | persistência ≥3 meses do achado (TFG<60 ou marcador de lesão) | limiar | factual/operacional | premissa não checada — fechar DRC com um único exame alterado, ignorando o tempo de evolução do enunciado | checklist fixo: ""este achado está documentado há ≥3 meses?"" antes de rotular DRC |"
