capsule_path,section_row,claim_text,source_ids
capsules/EISA_II/epilepsia_e_crises_epilepticas.md,35,"Pseudocrises | 20-25% dos casos; evento não epiléptico; sugerido por duração >2min, olhos abertos, continência urinária, ausência de mordedura real de língua, resistência a abrir os olhos passivamente; EEG normal | B p.5-6 | CONFIRMADO (fonte única, B)",
capsules/EISA_II/erisipela.md,4,"Agente etiológico principal | *Streptococcus pyogenes* beta-hemolítico do grupo A, ~67% dos casos | resumo edine ERISIPELA (p. 2); resumed saúde do adulto 2 (p. ~226) | CONFIRMADO (convergência de 2 fontes independentes)",
capsules/EISA_II/erisipela.md,5,"Segundo agente | *Streptococcus agalactiae*, ~9% | resumo edine ERISIPELA (p. 2) | CONFIRMADO",
capsules/EISA_II/erisipela.md,6,"Tto forma simples (ambulatorial) | Penicilina G benzatina 1.200.000 U IM a cada 3 dias, total de 4 injeções | 3 fontes convergentes (Erisipela III unidade p.4; resumo edine p.2; APOSTILA p.246) | CONFIRMADO",
capsules/EISA_II/erisipela.md,7,Tto forma bolhosa/necrosante (internação) | Penicilina cristalina 5.000.000 U EV 6/6h por 7 dias | 3 fontes convergentes | CONFIRMADO,
capsules/EISA_II/erisipela.md,8,Alergia a penicilina — forma simples | Eritromicina 500 mg VO 12/12h | Erisipela III unidade (p.4); resumo edine (p.2) | CONFIRMADO,
capsules/EISA_II/erisipela.md,9,Alergia a penicilina — forma grave | Clindamicina 600 mg EV 6/6h | Erisipela III unidade (p.4); resumo edine (p.2) | CONFIRMADO,
capsules/EISA_II/erisipela.md,10,"Antifúngico para porta de entrada | Cetoconazol 200 mg VO 1x/dia após almoço, 10 dias | Erisipela III unidade (p.4); APOSTILA (p.246) | CONFIRMADO",
capsules/EISA_II/erisipela.md,11,"Critério de profilaxia | Penicilina benzatina IM a cada 21 dias, ~1 ano, em recorrência frequente | Erisipela III unidade (p.4, ""recorrência em curto espaço de tempo""); resumo edine (p.2, ""outro episódio em 30 dias"" → mensal x6 meses); APOSTILA (p.246, "">6 episódios anuais"") | CORRIGIDO — as 3 fontes B divergem no limiar exato (curto prazo genérico / recidiva em 30 dias / ≥6 episódios/ano); prevalece a maioria (APOSTILA + Erisipela III unidade convergem em ""recorrência frequente/anual""): usar ≥6 episódios/ano como o critério mais citado, mas registrar a divergência ao aluno",
capsules/EISA_II/erisipela.md,12,"Causa mundial nº1 de linfedema | Erisipela (repetição) | resumed saúde do adulto 2 (p. ~226) | CONFIRMADO — rotulado ""conhecimento geral"" quanto à extrapolação ""mundial"", pois a fonte é aula de graduação, não epidemiologia formal",
capsules/EISA_II/erisipela.md,13,"Localização mais comum | Membros inferiores, ~90% dos casos | resumo edine ERISIPELA (p.2) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,4,Epidemiologia da EM | Mundo: 180:100.000 habitantes; Brasil: 1 a 15:100.000; sexo feminino 3:1; caucasianos; 20-40 anos; herança poligênica (MHC) aumenta 4x o risco | DOENC_AS_DESMIELINIZANTES pptx p.4 | CONFIRMADO,
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,5,"Critérios PCDT/McDonald adaptados (Tabela 1) | (A) ≥2 surtos + evidência clínica de ≥2 lesões → nenhum dado adicional necessário (apenas 1-2 lesões sugestivas à RM já bastam). (B) ≥2 surtos + evidência de 1 lesão → precisa demonstrar disseminação no espaço (critérios de Barkhoff: ≥3 de 4 características, OU RM com 2 lesões típicas + bandas oligoclonais no LCR). (C) 1 surto + evidência de 2 lesões → precisa demonstrar disseminação no tempo (RM após 3 meses com lesão nova, ou lesão antiga captando gadolínio). (D) 1 surto + evidência de 1 lesão → precisa demonstrar disseminação no espaço E no tempo | DOENC_AS_DESMIELINIZANTES pptx p.24 (tabela fotografada do PCDT/MS) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,6,Duração mínima de um surto | 24 horas (sintomas mais curtos provavelmente não representam lesão nova) | APOSTILA p.69-70 | CONFIRMADO,
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,7,"Manejo do surto (Consenso Brasileiro, Fig.3) | Leve: metilprednisolona VO ou IV, 1 g/dia por 3-5 dias. Moderado/grave: metilprednisolona IV, 1 g/dia por 3-5 dias. Resposta parcial: novo curso de metilprednisolona IV 1-2 g/dia por 3-5 dias. Sem resposta/efeitos intoleráveis OU contraindicação a corticoide: plasmaférese (5-7 sessões) ou imunoglobulina IV (2 g/kg em 2-5 dias) | DOENC_AS_DESMIELINIZANTES pptx p.36 (fluxograma fotografado) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,8,"Terapia modificadora de doença por fenótipo (Consenso Brasileiro, Fig.2) | CIS baixo risco: sem tratamento. CIS alto risco/EM-RR baixa-moderada atividade: interferons beta 1a/1b, dimetilfumarato, glatirâmer, peg-interferon, teriflunomida. EM-RR alta atividade: alentuzumabe, cladribina*, fingolimode, natalizumabe, ocrelizumabe. SPMS não ativa: sem tratamento. EMPP: ocrelizumabe. Alternativas: TCTH autólogo, ciclofosfamida*, IVIG*, mitoxantrona*, rituximabe* (*não aprovados pela ANVISA para EM) | DOENC_AS_DESMIELINIZANTES pptx p.38 (figura fotografada, Arq Neuropsiquiatr 2018;76(8):539-554) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,9,Critérios de Wingerchuk 2006 (NMO/Devic) | Absolutos (ambos obrigatórios): neurite óptica + mielite aguda. Suporte (≥2 de 3): RM encefálica negativa no início; RM medular com sinal T2 anormal em ≥3 segmentos vertebrais contíguos; IgG-NMO (anti-AQP4) positivo | DOENC_AS_DESMIELINIZANTES pptx p.70 | CONFIRMADO,
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,10,"Anticorpo anti-AQP4 (NMO-IgG) — desempenho | 91% especificidade, 73% sensibilidade | DOENC_AS_DESMIELINIZANTES pptx (texto nativo) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,11,Devic — tratamento do surto | Pulsoterapia com solumedrol 3-5 g; plasmaférese 6-8 ciclos; imunoglobulina | DOENC_AS_DESMIELINIZANTES pptx (texto nativo) | CONFIRMADO,
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,12,"ADEM — conceito e epidemiologia | Doença inflamatória difusa do SNC, MONOFÁSICA, geralmente pós-infecção ou pós-vacinação; idade média 7 anos em crianças (3% dos casos em adultos); relação homem:mulher 1,3:1 | DOENC_AS_DESMIELINIZANTES pptx (texto nativo) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,13,"ADEM — tratamento | Metilprednisolona 20-30 mg/kg/dia OU 1 g/dia (se >30kg) por 3-5 dias, seguida de corticoide VO por 1-6 semanas; sem estudos controlados — relatos de remissão espontânea; alternativas: imunoglobulina, plasmaférese | DOENC_AS_DESMIELINIZANTES pptx (texto nativo) | CONFIRMADO",
capsules/EISA_II/esclerose_multipla_e_doencas_desmielinizantes.md,14,"ADEM x EM na RM (discriminador evolutivo) | ADEM: lesões indistinguíveis de EM numa RM isolada, mas tendem à resolução quase completa em exames seriados. EM: aumento progressivo do número de lesões, sem desaparecimento das anteriores | DOENC_AS_DESMIELINIZANTES pptx (texto nativo) | CONFIRMADO",
capsules/EISA_II/estado_de_mal_epileptico_sequencia_doses.md,4,"início do tratamento | crise tônico-clônica aos 5 min | ILAE 2026, Early SE | CURRENT_VERIFIED",
capsules/EISA_II/estado_de_mal_epileptico_sequencia_doses.md,5,"repetição do benzodiazepínico | uma vez após 5–10 min | ILAE 2026, Early SE | CURRENT_VERIFIED",
capsules/EISA_II/estado_de_mal_epileptico_sequencia_doses.md,6,fosfenitoína | 30 mg PE/kg no pocket card; 20 mg PE/kg no ESETT | ILAE 2026 / ESETT Methods | PROTOCOL_DEPENDENT,
capsules/EISA_II/estado_de_mal_epileptico_sequencia_doses.md,7,"fila histórica de quatro degraus | consta no slide, não é universal hoje | slide 2024 / ILAE 2026 | HISTORICAL_ONLY",
capsules/EISA_II/farmacologia_dislipidemias.md,4,"Estatinas — efeito geral | LDL ↓20–55%, TG ↓8–34%, HDL ↑2–10% | P7_FAMENE_FARMACOLOGIA_DAS_DISLIPIDEMIAS_2025 p.35 (Table 48.9) | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,5,Rosuvastatina 40 mg / Atorvastatina 80 mg | ↓LDL 55% / ↓LDL 51% (maiores potências da tabela) | idem p.35 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,6,"Ezetimiba — efeito | LDL-C ↓20%, TG ↓8%, HDL-C ↑3%; VO 1x/dia | idem p.37 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,7,"Ezetimiba — efeitos colaterais | Cefaleia, diarreia, dor abdominal | idem p.37 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,8,Ácido bempedoico | LDL-C ↓30% (mono); ↓50% (+ ezetimiba); pró-fármaco ativado só no fígado (menor miopatia) | idem p.39–40 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,9,"Ácido bempedoico — efeitos adversos | ↑ácido úrico, gota, colelitíase | idem p.40 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,10,"Lomitapida | VO, dose inicial 5 mg/dia, manutenção 5–60 mg/dia; ↓50% LDL em HoHF; só em HF Homozigótica, associar a estatina | idem p.41 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,11,"Colestiramina (resina) | Envelopes 4 g, 1–2x/dia; ↓LDL-C 12–18%; indicada em crianças e gestantes | idem p.43 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,12,Fibratos — doses | Genfibrozila 600–900 mg 2x/dia; Bezafibrato 200–400 mg 2–3x/dia; Ciprofibrato 100 mg 1x/dia; Fenofibrato 200–250 mg 1x/dia | idem p.45 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,13,Fibratos — efeitos | TG ↓30–50% (droga de escolha se TG>500); HDL ↑5–30%; 2ª geração LDL ↓15–20%; 1ª geração LDL inalterado ou ↑10% | idem p.46 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,14,Fibrato + estatina | Fenofibrato = associação mais segura; genfibrozila ↓metabolismo das estatinas e ↑risco de miopatia | idem p.45 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,15,Inibidores de PCSK9 (anticorpo monoclonal) | Alirocumabe/Evolocumabe SC 1x/15 dias (evolocumabe também 1x/mês) | idem p.49–50 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,16,"Inibidores de PCSK9 — efeitos | LDL ↓60% (mono), ↓73% (+estatina); TG ↓26%; HDL ↑9%; Lp(a) ↓30–40% | idem p.51 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,17,Inclisiran | siRNA anti-PCSK9 mRNA; SC 1x/6 meses; ↓52% LDLc; estudo ORION-1 | idem p.54 | CONFIRMADO,
capsules/EISA_II/farmacologia_dislipidemias.md,18,"Ômega-3 | Dose 2,4 g/dia; estudo ORIGIN não mostrou redução adicional de DCVAS vs estatina isolada | idem p.31 | CONFIRMADO",
capsules/EISA_II/farmacologia_dislipidemias.md,19,Ácido nicotínico | 2 grandes ensaios sem benefício e mais eventos adversos; não aprovado atualmente na Europa | idem p.32 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,4,Definição de convulsão vs epilepsia | Convulsão: episódio limitado de disfunção cerebral por descarga anormal; epilepsia: distúrbio crônico de crises recorrentes | FAMENE_FARMACOTERAPIA_DAS_CONVULSO_ES_2024_2 p.2 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,5,Crise parcial simples | Consciência preservada; contração de 1 membro (~1 min); fraqueza muscular (15-30 min) | idem p.6 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,6,"Crise parcial complexa | Descarga disseminada; comprometimento da consciência; olhar fixo, pode cambalear e cair | idem p.6 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,7,"Crise de ausência | Início súbito, cessação abrupta (~10s); contração de pálpebras/membros; pode ocorrer várias vezes ao dia | idem p.7 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,8,Crise tônico-clônica | Fase tônica → fase clônica → fase de relaxamento | idem p.7 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,9,"Bloqueadores de canal Na+ | Fenitoína, carbamazepina, lamotrigina, oxcarbazepina, topiramato, valproato | idem p.13 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,10,"Bloqueadores de canal Ca2+ (tipo T) | Lamotrigina, ácido valproico, gabapentina, etossuximida | idem p.14 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,11,"Moduladores alostéricos GABA-A | Benzodiazepínicos, fenobarbital, primidona, topiramato | idem p.15 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,12,Inibidores de captação/transaminase GABA | Tiagabina (captação); vigabatrina e valproato (transaminase) | idem p.16 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,13,Antagonista NMDA | Felbamato — retarda epileptogênese | idem p.17 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,14,"Fenitoína — efeitos EV | Arritmia cardíaca, depressão do SNC | idem p.19 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,15,"Fenitoína — efeitos orais | Nistagmo, diplopia, ataxia, hirsutismo, hiperplasia gengival, osteomalacia com hipocalcemia | idem p.19 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,16,"Carbamazepina | Relação linear dose-nível sérico; diplopia, ataxia, leucopenia, anemia aplásica, hepatotoxicidade | idem p.20 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,17,"Valproato — efeitos indesejáveis | Anorexia, náuseas, vômito; insuficiência hepática fatal (rara); risco ↑ em crianças <2 anos e politerapia | idem p.22 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,18,"Etossuximida | Inibe canal Ca2+ tipo T; indicação = crises de ausência; náuseas, anorexia, letargia, tontura | idem p.27 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,19,"Lamotrigina | Mecanismo semelhante a carbamazepina/fenitoína, espectro mais amplo; risco de exantema (maior em crianças) podendo evoluir a Stevens-Johnson | idem p.28 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,20,"Topiramato | Bloqueio Na+/K+, potencialização GABAérgica, bloqueio AMPA; glaucoma agudo de ângulo fechado; contraindicado em glaucoma ou cálculo renal | idem p.29 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,21,"Fármacos com mais interações medicamentosas | Fenitoína, fenobarbital, carbamazepina, oxcarbazepina, topiramato | idem p.30 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,22,"Fármacos com menos interações | Gabapentina, pregabalina, tiagabina, levetiracetam | idem p.30 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,23,"Contraindicação em arritmia cardíaca | Não usar fenitoína, carbamazepina, oxcarbazepina e lamotrigina | idem p.32 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,24,"Crises parciais/tônico-clônicas — terapia clássica | Carbamazepina, valproato, fenitoína, barbitúricos | idem p.33 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,25,"Crises parciais/tônico-clônicas — terapia atual | Limitar sedativos (barbitúricos/benzodiazepínicos); preferir fármacos mais novos (lamotrigina, oxcarbazepina, topiramato, gabapentina, vigabatrina, clobazam, levetiracetam) | idem p.33 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,26,"Crise de ausência — fármacos | Etossuximida, valproato, clonazepam | idem p.34 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,27,"Crise mioclônica — fármacos | Valproato, levetiracetam | idem p.34 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,28,"Crise atônica — fármacos | Valproato, lamotrigina | idem p.34 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,4,"Metformina — apresentações | Cp 500/850/1000 mg; XR 500 mg (liberação controlada, melhor tolerada) | P7_FAMENE_FARMACOTERAPIA_DO_DIABETES_2025_1_1a_aula p.40 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,5,"Metformina — ajuste renal | Reduzir 50% (máx 1 g/dia) se TFG 30–45 mL/min/1,73m²; suspender se TFG<30 (risco de acidose láctica) | idem p.52 (Diretriz SBD 2024) | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,6,Metformina — efeitos na glicemia | ↓glicemia de jejum 20–30%; ↓pós-prandial 30–40%; ↓HbA1c 1–2% (valor absoluto) | idem p.45 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,7,Metformina — efeitos indesejáveis | Diarreia/náusea/vômito (mais comuns); ↓absorção B12 (raro); acidose láctica (baixa incidência) | idem p.49 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,8,"Pioglitazona — apresentação | Cp 15/30/45 mg, 1x/dia | idem p.53 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,9,"Glitazona — vantagens | ↓glicemia jejum 35–65 mg/dL; ↓HbA1c 0,5–1,4%; ↓espessamento mediointimal carotídeo; ↓TG; raramente hipoglicemia | idem p.55 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,10,Glitazona — efeitos indesejáveis | ↑peso 2–3 kg (dobra com insulina); edema; ↑risco ICC; ↑fraturas em mulheres; câncer de bexiga; evitar se TFG<15 | idem p.57 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,11,"Glitazona — contraindicações | Hepatopatia grave, alcoolismo, gestação, IC sintomática classes III–IV | idem p.58 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,12,iSGLT2 — fármacos e doses | Dapagliflozina 10 mg 1x/dia; Empagliflozina 10–25 mg 1x/dia; Canagliflozina 100–300 mg 1x/dia | idem p.59 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,13,"iSGLT2 — efeitos | ↓HbA1c 0,7–1,0%; ↓2–4 kg peso; ↓2–5 mmHg PAS; glicosúria 50–100g/dia; baixo risco de hipoglicemia | idem p.62 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,14,iSGLT2 — desfechos CV | ↓morte cardiovascular 38%; ↓hospitalização por IC 35%; ↓morte por qualquer causa 32% | idem p.63 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,15,"iSGLT2 — efeitos indesejáveis | ITU/genital fúngica e bacteriana; cetoacidose diabética (a longo prazo, inclusive euglicêmica); contraindicado em IR grave | idem p.66 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,16,iSGLT2 — cortes renais por fármaco | Dapagliflozina: exp. limitada TFG<25; Empagliflozina: TFG<30; Canagliflozina: TFG<35 | idem p.37 (tabela renal SBD 2024) | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,17,"Acarbose — apresentação e mecanismo | Cp 50/100 mg, 3x/dia; inibe α-glicosidase → retarda absorção de glicose | idem p.67–68 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,18,"Acarbose — efeitos | ↓glicemia jejum 20–30 mg/dL (slide grafa ""g/dL"", provável erro de digitação); ↓HbA1c 0,5–0,8%; não aumenta peso; indicação principal: hiperglicemia pós-prandial com jejum normal | idem p.69 | CORRIGIDO (unidade do slide provavelmente errada; valor mantido, unidade assumida mg/dL)",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,19,"Acarbose — efeitos indesejáveis | Diarreia, flatulência, dor abdominal | idem p.69 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,20,Acarbose — corte renal | Evitar se TFG<45 | idem p.37 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,21,"DM2 + ASCVD | AR GLP-1 ou iSGLT2 recomendados como 1ª linha para reduzir eventos e mortalidade CV, independente da HbA1c | idem p.36 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,4,"Sulfonilureias — efeito geral | ↓glicemia jejum 60–70 mg/dL; ↓HbA1c 1,5–2,0%; ↓risco de complicações microvasculares | P7_FAMENE_FARMACOTERAPIA_DO_DIABETES_2025_1_2a_aula p.8 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,5,"Clorpropamida (1ª geração) | Cp 250 mg, dose inicial 250 mg/dia (1x/dia); duração >48h (↑risco de hipoglicemia/coma); favorece ganho de peso; não protege contra retinopatia | idem p.9 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,6,"Glibenclamida (2ª geração) | Cp 5 mg, dose inicial 2,5–5 mg/dia (1–3x/dia); evitar em IR e idosos; maior risco de hipoglicemia grave; ↑peso 1,7 kg | idem p.10 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,7,"Glimepirida (2ª geração) | Cp 1/2/3/4/6 mg, dose inicial 1 mg/dia (1x/dia); baixo potencial de hipoglicemia, segura em idosos; ↑peso 4,0 kg (o maior da classe, apesar do baixo risco de hipoglicemia) | idem p.10 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,8,"Gliclazida (2ª geração) | Cp 30/60/80 mg, dose inicial 80–160 mg/dia (1x/dia); maior seletividade β-pancreática, não interfere em KATP cardíaco, menor hipoglicemia, ação antioxidante, menor ganho de peso (0,7 kg); mais indicada em IR | idem p.10 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,9,Sulfonilureias — efeitos indesejáveis | Hipoglicemia; ↑peso 1–4 kg; náuseas/vômitos; hipersensibilidade | idem p.11 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,10,Sulfonilureias — contraindicações | Gravidez (exceto glibenclamida); lactação (exceto glibenclamida e glipizida); insuficiência hepática ou renal significativa | idem p.13 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,11,"Meglitinidas (repaglinida/nateglinida) | Repaglinida cp 0,5/1/2 mg; início 1x/dia, ajustar para 3x/dia após 15 dias | idem p.14 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,12,"Meglitinidas vs sulfonilureia | ↑peso; hipoglicemia (menor que SU); ↓glicemia jejum 20–30 mg/dL; ↓HbA1c 1,0–1,5%; maior frequência de uso; custo maior | idem p.15 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,13,"Linagliptina | Cp 5 mg, 1x/dia; ÚNICO iDPP-4 sem necessidade de ajuste renal (excreção biliar) | idem p.24 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,14,Sitagliptina/Vildagliptina/Saxagliptina/Alogliptina | Todos exigem ajuste de dose em insuficiência renal | idem p.24 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,15,Saxagliptina e alogliptina | ↑internações por IC (estudo SAVOR-TIMI) | idem p.24 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,16,"iDPP-4 — efeito geral | ↑>2x GIP/GLP-1 plasmáticos; ↓HbA1c ~0,8% (associado a metformina/TZD/SU: ↓adicional ~0,5%); mínimo risco de hipoglicemia | idem p.21 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,17,"iDPP-4 — atenção | Sem efeito direto sobre sensibilidade à insulina, motilidade gástrica ou saciedade; efeito neutro sobre peso; NÃO melhoraram desfechos cardiovasculares | idem p.23 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,18,"GLP-1 RA — efeito geral | ↓HbA1c 0,5–1,86%; SC (canetas); perfil de segurança semelhante entre fármacos da classe | idem p.26 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,19,"GLP-1 RA — benefício CV comprovado | Liraglutida (SC, Victoza/Saxenda, 1,2–1,8mg 1x/dia): SIM; Semaglutida SC (Ozempic/Wegovy, 0,25–1mg/semana): SIM; Dulaglutida (Trulicity, 1,5mg/semana): SIM; Exenatida (Byetta, 5μg 2x/dia): NÃO; Lixisenatida (Lyxumia, 20μg 1x/dia): NÃO; Semaglutida VO (Rybelsus, 14mg 1x/dia): NÃO; Exenatida ER (Bydureon, 2mg/semana): NÃO | idem p.31 | CONFIRMADO",
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,20,Wegovy | Aprovado apenas para perda de peso (17% em 1 ano e 4 meses) | idem p.31 | CONFIRMADO,
capsules/EISA_II/farmacoterapia_diabetes_ii_secretagogos.md,21,"Agonistas duais GLP-1/GIP (tirzepatida) | ↓HbA1c 2,0–2,3% (maior redução que GLP-1 RA isolado); SC, perfil de segurança semelhante entre a classe | idem p.36 | CONFIRMADO",
capsules/EISA_II/glaucoma_e_catarata.md,4,Definição de glaucoma | PIO suficientemente elevada para causar dano ao nervo óptico | resumed saúde do adulto 2 (p.~229) | CONFIRMADO,
capsules/EISA_II/glaucoma_e_catarata.md,5,Segmento acometido — glaucoma | Posterior (nervo óptico) | resumed saúde do adulto 2 (p.~229) | CONFIRMADO,
capsules/EISA_II/glaucoma_e_catarata.md,6,Segmento acometido — catarata | Anterior (cristalino) | resumed saúde do adulto 2 (p.~229) | CONFIRMADO,
capsules/EISA_II/glaucoma_e_catarata.md,7,Fator de risco principal para glaucoma | Hipertensão ocular | resumed saúde do adulto 2 (p.~229-230) | CONFIRMADO,
capsules/EISA_II/glaucoma_e_catarata.md,8,"Outros fatores de risco | Idade, raça, história familiar, diabetes, doenças cardiovasculares, alta miopia, cirurgia intraocular prévia | resumed saúde do adulto 2 (p.~230) | CONFIRMADO",
capsules/EISA_II/glaucoma_e_catarata.md,9,"Classificação | Congênito; primário (ângulo aberto / ângulo fechado); secundário (cristalino, trauma, uveíte, neovascular) | resumed saúde do adulto 2 (p.~230-231) | CONFIRMADO",
capsules/EISA_II/glaucoma_e_catarata.md,10,Glaucoma congênito — critério | Buftalmo com diâmetro corneano horizontal (DCH) >12 mm antes de 1 ano de idade; edema de córnea; PIO elevada; fotofobia; blefaroespasmo | resumed saúde do adulto 2 (p.~230) | CONFIRMADO,
